Germany-2018,Import,Miscellaneous,United Kingdom,5472401.43
Germany-2018,Import,Miscellaneous,Italy,5444620.9
Germany-2018,Import,Miscellaneous,Japan,5249431.32
Germany-2018,Import,Agricultural Raw Materials,Netherlands,3636247.02
Germany-2018,Import,Agricultural Raw Materials,Sweden,983729.6
Germany-2018,Import,Agricultural Raw Materials,Brazil,866764.4
Germany-2018,Import,Agricultural Raw Materials,Poland,761543.22
Germany-2018,Import,Agricultural Raw Materials,Austria,683305.58
Germany-2018,Import,Agricultural Raw Materials,Finland,679982.8
Germany-2018,Import,Agricultural Raw Materials,France,564709.7
Germany-2018,Import,Agricultural Raw Materials,Czech Republic,525942.45
Germany-2018,Import,Agricultural Raw Materials,China,503577.4
Germany-2018,Import,Agricultural Raw Materials,United States,482548.01
Germany-2018,Import,Food,Netherlands,17206026.62
Germany-2018,Import,Food,Italy,8102568.59
Germany-2018,Import,Food,Poland,7941744.53
Germany-2018,Import,Food,France,7322433.24
Germany-2018,Import,Food,Spain,6755932.13
Germany-2018,Import,Food,Belgium,4906649.63
Germany-2018,Import,Food,Austria,4271537.79
Germany-2018,Import,Food,Denmark,3677147.81
Germany-2018,Import,Food,United States,3271776.98
Germany-2018,Import,Food,Brazil,2988324.35
Germany-2018,Import,Manufactures,China,120782999.6
Germany-2018,Import,Manufactures,United States,65568352.12
Germany-2018,Import,Manufactures,France,60441946.13
Germany-2018,Import,Manufactures,Netherlands,55530407.06
Germany-2018,Import,Manufactures,Italy,55333710.18
Germany-2018,Import,Manufactures,Poland,49228745.5
Germany-2018,Import,Manufactures,Czech Republic,48566407.5
Germany-2018,Import,Manufactures,Switzerland,44801237.22
Germany-2018,Import,Manufactures,Belgium,36999832.78
Germany-2018,Import,Manufactures,Austria,36762863.72
Germany-2018,Import,Ores and Metals,Russian Federation,4342032.43
Germany-2018,Import,Ores and Metals,Netherlands,4024336.47
Germany-2018,Import,Ores and Metals,Belgium,3114458.41
Germany-2018,Import,Ores and Metals,United States,2587418.32
Germany-2018,Import,Ores and Metals,Austria,2548382.41
Germany-2018,Import,Ores and Metals,South Africa,2453487.81
Germany-2018,Import,Ores and Metals,France,2414623.42
Germany-2018,Import,Ores and Metals,United Kingdom,2304508.45
Germany-2018,Import,Ores and Metals,Sweden,2108086.68
Germany-2018,Import,Ores and Metals,Poland,2101108.12
Germany-2018,Import,Textiles,China,12889832.7
Germany-2018,Import,Textiles,Bangladesh,6624133.59
Germany-2018,Import,Textiles,Turkey,5021830.44
Germany-2018,Import,Textiles,Italy,3500292.31
Germany-2018,Import,Textiles,India,2543220.62
Germany-2018,Import,Textiles,Netherlands,2297140.12
Germany-2018,Import,Textiles,Pakistan,1726699.25
Germany-2018,Import,Textiles,Vietnam,1670492.05
Germany-2018,Import,Textiles,Cambodia,1547591.61
Germany-2018,Import,Textiles,Poland,1536932.81
Germany-2018,Import,Machinery and Transport Equipment,China,71404037.92
Germany-2018,Import,Machinery and Transport Equipment,United States,34952936.84
Germany-2018,Import,Machinery and Transport Equipment,Czech Republic,32378222.95
Germany-2018,Import,Machinery and Transport Equipment,France,32275689.98
Germany-2018,Import,Machinery and Transport Equipment,Poland,23798707.74
Germany-2018,Import,Machinery and Transport Equipment,Italy,22121123.39
Germany-2018,Import,Machinery and Transport Equipment,Hungary,21692715.4
Germany-2018,Import,Machinery and Transport Equipment,Austria,19062339.36
Germany-2018,Import,Machinery and Transport Equipment,Spain,18324348.72
Germany-2018,Import,Machinery and Transport Equipment,United Kingdom,18284248.32
Germany-2018,Import,Raw materials,Russian Federation,17387399.54
Germany-2018,Import,Raw materials,Netherlands,15815804.26
Germany-2018,Import,Raw materials,United States,7105754.04
Germany-2018,Import,Raw materials,Spain,5097621.61
Germany-2018,Import,Raw materials,Norway,5028344.49
Germany-2018,Import,Raw materials,Poland,4445934.05
Germany-2018,Import,Raw materials,Kazakhstan,4057807.11
Germany-2018,Import,Raw materials,Libya,4050550.15
Germany-2018,Import,Raw materials,France,3832425.59
Germany-2018,Import,Raw materials,Brazil,3684290.02
Germany-2018,Import,Intermediate goods,Netherlands,28837838.3
Germany-2018,Import,Intermediate goods,Belgium,27190781.51
Germany-2018,Import,Intermediate goods,Switzerland,19228975.19
Germany-2018,Import,Intermediate goods,Italy,19154652.44
Germany-2018,Import,Intermediate goods,France,18837341.87
Germany-2018,Import,Intermediate goods,United States,15117057.39
Germany-2018,Import,Intermediate goods,Austria,12810006.66
Germany-2018,Import,Intermediate goods,United Kingdom,10936057.83
Germany-2018,Import,Intermediate goods,China,10809317.49
Germany-2018,Import,Intermediate goods,Poland,10474828.97
Germany-2018,Import,Consumer goods,China,45463455.73
Germany-2018,Import,Consumer goods,Netherlands,34542750.28
Germany-2018,Import,Consumer goods,Special Categories,32617946.51
Germany-2018,Import,Consumer goods,Poland,25284078.87
Germany-2018,Import,Consumer goods,Italy,24668662.77
Germany-2018,Import,Consumer goods,France,22810994.39
Germany-2018,Import,Consumer goods,United States,19799778.55
Germany-2018,Import,Consumer goods,Czech Republic,18644989.45
Germany-2018,Import,Consumer goods,Switzerland,17013526.71
Germany-2018,Import,Consumer goods,Spain,16048352.71
Germany-2018,Import,Capital goods,China,65711784.27
Germany-2018,Import,Capital goods,United States,33787332.64
Germany-2018,Import,Capital goods,France,25851498.56
Germany-2018,Import,Capital goods,Czech Republic,24041447.38
Germany-2018,Import,Capital goods,Poland,19536247.27
Germany-2018,Import,Capital goods,Italy,17845708.81
Germany-2018,Import,Capital goods,Hungary,17809171.21
Germany-2018,Import,Capital goods,Austria,17516022.46
Germany-2018,Import,Capital goods,Japan,16613637.35
Germany-2018,Import,Capital goods,Netherlands,15278797.66
